移动IPV6,#genre#
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=1da074361609506578
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
兵团卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225626/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225639/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226251/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226254/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226320/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8
上海东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226336/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226342/index.m3u8
黑龙江影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226365/index.m3u8
黑龙江新闻法治,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226368/index.m3u8
黑龙江少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226371/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226374/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226377/index.m3u8
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226383/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226386/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8
安多卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
康巴卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226392/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226395/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226421/index.m3u8
某地区新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226422/index.m3u8
黑龙江文体,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226424/index.m3u8
黑龙江都市,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226427/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226430/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8
兵团卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226445/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226448/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226454/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226460/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226463/index.m3u8
黑龙江农业科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226492/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226495/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226498/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226501/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226504/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226507/index.m3u8
深圳卫视-SD,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226510/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226513/index.m3u8
延边,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226522/index.m3u8
某地区教育频道,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226523/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226525/index.m3u8
rRB-生活,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226526/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226531/index.m3u8
漠河综合频道,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226535/index.m3u8
rRB-影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226552/index.m3u8
rRB-新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226558/index.m3u8
CETV-1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
CETV-2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV-4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
黑龙江农业科教 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226242/index.m3u8
黑龙江少儿 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8
黑龙江影视 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8
黑龙江文体 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226239/index.m3u8
黑龙江新闻法治 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/index.m3u8
黑龙江都市 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/index.m3u8
鹤岗新闻综合 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226534/index.m3u8
佳木斯新闻综合 2.5M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226451/index.m3u8
山东教育卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8
北京纪实科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
卡酷少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
浙江公共新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江数码时代,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生休闲,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经济生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江频道,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
优漫卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
哈哈炫动,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
古装剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
金牌综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
精品大剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
精品纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
健康有约,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
精品体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
家庭剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
精彩搏击,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
中国功夫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
农业致富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
潮妈辣婆,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
超级综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
炫舞未来,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8

天津地方频道,#genre#
滨海新闻,http://traffic.jbh.tjbh.com/live/bhtv1/playlist.m3u8?ztianjd
滨海综艺,http://traffic.jbh.tjbh.com/live/bhtv2/playlist.m3u8?ztianjd
滨海影院,http://traffic.jbh.tjbh.com/live/bhtv3/playlist.m3u8?ztianjd
西青新闻综合,http://221.238.209.44:81/hls/live1.m3u8?ztianjd
保定新闻,http://jwcdnqx.hebyun.com.cn/live/jybd/1500k/tzwj_video.m3u8
保定公共,http://jwcdnqx.hebyun.com.cn/live/bdxw1/1500k/tzwj_video.m3u8
保定生活,http://jwcdnqx.hebyun.com.cn/live/bddst/1500k/tzwj_video.m3u8
滨海影视,http://traffic.jbh.tjbh.com/live/bhtv3/playlist.m3u8
滨海影院,http://traffic.jbh.tjbh.com/live/bhtv3/playlist.m3u8?ztianjd
滨海新闻,http://traffic.jbh.tjbh.com/live/bhtv1/playlist.m3u8?ztianjd
滨海综艺,http://traffic.jbh.tjbh.com/live/bhtv2/playlist.m3u8?ztianjd
滨海新闻,http://traffic.jbh.tjbh.com/live/bhtv1/playlist.m3u8
滨海综艺,http://traffic.jbh.tjbh.com/live/bhtv2/playlist.m3u8
濱海影視,http://traffic.jbh.tjbh.com/live/bhtv3/playlist.m3u8
天津地方频道,#genre#
天津IPTV,http://xuys.top:8888/udp/225.1.1.244:5002
天津IPTV,http://xuys.top:8888/udp/225.1.1.243:5002
IPTV3+,http://xuys.top:8888/udp/225.1.1.201:5002
IPTV5,http://xuys.top:8888/udp/225.1.1.107:5002
IPTV5+,http://xuys.top:8888/udp/225.1.1.106:5002
IPTV足球,http://xuys.top:8888/udp/225.1.1.105:5002
安徽卫视,http://xuys.top:8888/udp/225.1.1.42:5002
安徽卫视,http://xuys.top:8888/udp/225.1.1.127:5002
宝贝爱学,http://xuys.top:8888/udp/225.1.1.132:5002
宝坻,http://xuys.top:8888/udp/225.1.1.83:5002
保定,http://xuys.top:8888/udp/225.1.1.95:5002
保定,http://xuys.top:8888/udp/225.1.2.95:5002
天津,http://blc.zmychn.cn:4000/udp/225.1.2.127:5002
天津,http://blc.zmychn.cn:4000/udp/225.1.1.78:5002
天津,http://blc.zmychn.cn:4000/udp/225.1.1.79:5002
天津IPTV,http://blc.zmychn.cn:4000/udp/225.1.2.185:5002
天津IPTV,http://blc.zmychn.cn:4000/udp/225.1.2.187:5002
天津IPTV,http://blc.zmychn.cn:4000/udp/225.1.2.188:5002
天津IPTV,http://blc.zmychn.cn:4000/udp/225.1.1.109:5002
天津IPTV,http://blc.zmychn.cn:4000/udp/225.1.2.56:5002
天津体育,http://blc.zmychn.cn:4000/udp/225.1.1.6:5002
天津体育,http://blc.zmychn.cn:4000/udp/225.1.1.122:5002
天津卫视,http://blc.zmychn.cn:4000/udp/225.1.1.1:5002
天津卫视,http://blc.zmychn.cn:4000/udp/225.1.1.111:5002
天津文艺,http://blc.zmychn.cn:4000/udp/225.1.1.3:5002
天津文艺,http://blc.zmychn.cn:4000/udp/225.1.1.131:5002
天津影视,http://blc.zmychn.cn:4000/udp/225.1.1.4:5002
天津影视,http://blc.zmychn.cn:4000/udp/225.1.1.149:5002
文物宝库,http://blc.zmychn.cn:4000/udp/225.1.2.105:5002
武术世界,http://blc.zmychn.cn:4000/udp/225.1.2.129:5002
西藏卫视,http://blc.zmychn.cn:4000/udp/225.1.1.51:5002
先锋乒羽,http://blc.zmychn.cn:4000/udp/225.1.1.219:5002
新动漫,http://blc.zmychn.cn:4000/udp/225.1.1.216:5002
新疆卫视,http://blc.zmychn.cn:4000/udp/225.1.1.35:5002
幸福彩,http://blc.zmychn.cn:4000/udp/225.1.1.152:5002
银发生活,http://blc.zmychn.cn:4000/udp/225.1.1.157:5002
优优宝贝,http://blc.zmychn.cn:4000/udp/225.1.2.203:5002
游戏风云,http://blc.zmychn.cn:4000/udp/225.1.1.68:5002
游戏风云,http://blc.zmychn.cn:4000/udp/225.1.1.135:5002
游戏竞技,http://blc.zmychn.cn:4000/udp/225.1.1.222:5002
羽球精品赛事,http://blc.zmychn.cn:4000/udp/225.1.2.1:5002
云南卫视,http://blc.zmychn.cn:4000/udp/225.1.1.61:5002
早期教育,http://blc.zmychn.cn:4000/udp/225.1.2.207:5002
浙江卫视,http://blc.zmychn.cn:4000/udp/225.1.1.33:5002
浙江卫视,http://blc.zmychn.cn:4000/udp/225.1.1.112:5002
证券,http://blc.zmychn.cn:4000/udp/225.1.1.72:5002
中国天气,http://blc.zmychn.cn:4000/udp/225.1.2.119:5002
中华特产,http://blc.zmychn.cn:4000/udp/225.1.2.197:5002
CCTV老故事,http://blc.zmychn.cn:4000/udp/225.1.1.188:5002
CCTV中学生,http://blc.zmychn.cn:4000/udp/225.1.1.193:5002
重庆卫视,http://blc.zmychn.cn:4000/udp/225.1.1.60:5002
重庆卫视,http://blc.zmychn.cn:4000/udp/225.1.1.155:5002
足球,http://blc.zmychn.cn:4000/udp/225.1.2.83:5002
4K,http://blc.zmychn.cn:4000/udp/225.1.1.156:5002
Bestv,http://blc.zmychn.cn:4000/udp/225.1.1.165:5002
Bestv,http://blc.zmychn.cn:4000/udp/225.1.1.169:5002
CBN风尚生活,http://blc.zmychn.cn:4000/udp/225.1.2.58:5002
CBN每日影院,http://blc.zmychn.cn:4000/udp/225.1.2.57:5002
CBN体育赛事,http://blc.zmychn.cn:4000/udp/225.1.1.181:5002
CBN幸福剧场,http://blc.zmychn.cn:4000/udp/225.1.2.59:5002
CBN幸福娱乐,http://blc.zmychn.cn:4000/udp/225.1.2.60:5002
天津,http://ikuai.xushining.com:50000/udp/225.1.2.127:5002
天津,http://ikuai.xushining.com:50000/udp/225.1.1.78:5002
天津,http://ikuai.xushining.com:50000/udp/225.1.1.79:5002
天津IPTV,http://ikuai.xushining.com:50000/udp/225.1.2.185:5002
天津IPTV,http://ikuai.xushining.com:50000/udp/225.1.2.187:5002
天津IPTV,http://ikuai.xushining.com:50000/udp/225.1.2.188:5002
天津IPTV,http://ikuai.xushining.com:50000/udp/225.1.1.109:5002
天津IPTV,http://ikuai.xushining.com:50000/udp/225.1.2.56:5002

天津都市,http://ikuai.xushining.com:50000/udp/225.1.1.5:5002
天津都市,http://ikuai.xushining.com:50000/udp/225.1.1.128:5002
天津教育,http://ikuai.xushining.com:50000/udp/225.1.1.7:5002
天津科教,http://ikuai.xushining.com:50000/udp/225.1.1.129:5002

天津体育,http://ikuai.xushining.com:50000/udp/225.1.1.6:5002
天津体育,http://ikuai.xushining.com:50000/udp/225.1.1.122:5002
天津卫视,http://ikuai.xushining.com:50000/udp/225.1.1.1:5002
天津卫视,http://ikuai.xushining.com:50000/udp/225.1.1.111:5002
天津文艺,http://ikuai.xushining.com:50000/udp/225.1.1.3:5002
天津文艺,http://ikuai.xushining.com:50000/udp/225.1.1.131:5002
天津影视,http://ikuai.xushining.com:50000/udp/225.1.1.4:5002
天津影视,http://ikuai.xushining.com:50000/udp/225.1.1.149:5002
天津广播,#genre#
天津滨海广播,http://wsd.saj-web.top:4000/udp/225.1.1.178:5002
天津动听885,http://wsd.saj-web.top:4000/udp/225.1.1.180:5002
天津都市,http://wsd.saj-web.top:4000/udp/225.1.1.5:5002
天津都市,http://wsd.saj-web.top:4000/udp/225.1.1.128:5002
天津交通广播,http://wsd.saj-web.top:4000/udp/225.1.1.175:5002
天津教育,http://wsd.saj-web.top:4000/udp/225.1.1.7:5002
天津经济广播,http://wsd.saj-web.top:4000/udp/225.1.1.172:5002
天津科教,http://wsd.saj-web.top:4000/udp/225.1.1.129:5002

天津生活广播,http://wsd.saj-web.top:4000/udp/225.1.1.174:5002
天津体育,http://wsd.saj-web.top:4000/udp/225.1.1.6:5002
天津体育,http://wsd.saj-web.top:4000/udp/225.1.1.122:5002
天津卫视,http://wsd.saj-web.top:4000/udp/225.1.1.1:5002
天津卫视,http://wsd.saj-web.top:4000/udp/225.1.1.111:5002
天津文艺,http://wsd.saj-web.top:4000/udp/225.1.1.3:5002
天津文艺,http://wsd.saj-web.top:4000/udp/225.1.1.131:5002
天津文艺广播,http://wsd.saj-web.top:4000/udp/225.1.1.171:5002
天津相声广播,http://wsd.saj-web.top:4000/udp/225.1.1.176:5002
天津小说广播,http://wsd.saj-web.top:4000/udp/225.1.1.177:5002
天津新闻,http://wsd.saj-web.top:4000/udp/225.1.1.130:5002
天津新闻广播,http://wsd.saj-web.top:4000/udp/225.1.1.173:5002
天津音乐广播,http://wsd.saj-web.top:4000/udp/225.1.1.179:5002
🔥热门影视,#genre#
🔥热辣滚烫TC,https://ikcdn01.ikzybf.com/20240212/XsOkP0kD/2000kb/hls/index.m3u8
🔥飞驰人生2TC,https://ikcdn01.ikzybf.com/20240212/jjCpFTXC/2000kb/hls/index.m3u8
🔥金手指[国],https://ikcdn01.ikzybf.com/20240213/xZTh2qQA/2000kb/hls/index.m3u8
🔥一闪一闪亮星星,https://ikcdn01.ikzybf.com/20240213/vWZ9ePUu/2000kb/hls/index.m3u8
志愿军：雄兵出击,https://dghls.mcloud.139.com/hls/L1c36c04a53255f72579c1f62fe2ad8e1b/single/video/0/376/index.m3u8
我爸没说的那件事,https://dghls.mcloud.139.com/hls/LF68795969fea240236a03c69349af2fbd/single/video/0/480/index.m3u8
斗破苍穹·止戈,https://dghls.mcloud.139.com/hls/LP8a5a7d8f071b60cbe031eada5888a06a/single/video/0/480/index.m3u8
纸新娘,https://dghls.mcloud.139.com/hls/LE02f288c0348f4918358f4112d895ebf6/single/video/0/480/index.m3u8
九鼎记之禹皇宝藏,https://dghls.mcloud.139.com/hls/L1c071f62d422fd4a58a443ee96422bfe1/single/video/0/376/index.m3u8
黄金七令之罗刹风云,https://dghls.mcloud.139.com/hls/LR1bdcfc4ad88eb9f4e79aef310d9bcc6d/single/video/0/376/index.m3u8
机器人之梦,https://s.xlzys.com/play/pen0mZlb/index.m3u8
贝肯熊3.火星任务,https://dghls.mcloud.139.com/hls/LHb543a227b8caf4b2408f7090cb44e1e3/single/video/0/480/index.m3u8
汪汪队-超能大冒险,https://dghls.mcloud.139.com/hls/LD6b7834255e4ada4c7f180247f86bad81/single/video/0/480/index.m3u8
濱海影視,http://traffic.jbh.tjbh.com/live/bhtv3/playlist.m3u8
少儿‐动画,#genre#
少儿动画001,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3823b0a397454309b1b9c6118a335f08/1200.m3u8
少儿动画002,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/124ae5351e6145bb9d4a972bcd704a13/1200.m3u8
少儿动画003,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7e6d6cc44a2a44abbd685244aea7460b/1200.m3u8
少儿动画004,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/a0efda3572b240c19109dfd3f1f737f2/1200.m3u8
少儿动画005,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/9e9f40d572f34e10b8374edf8bff57e3/1200.m3u8
少儿动画006,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7cd84a1f6a584c5598a0a30c55351acd/1200.m3u8
少儿动画007,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/419f7dddce084932bbe3e6df38b4f990/1200.m3u8
少儿动画008,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/4cf4fd8fb93a44df971f6f22b0442cb1/1200.m3u8
少儿动画009,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/212d6e5c4bf048c98c50fedb5f38cb48/1200.m3u8
少儿动画010,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1a016666a3b24cc3bfb38a26aab2edbe/1200.m3u8
少儿动画011,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/c4463d644ab5424d85b52f7279583861/1200.m3u8
少儿动画012,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/a833e8d317d4431f8c8faf0d64de10da/1200.m3u8
少儿动画013,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/a231f707a36e4024bb1ccf6bc118108d/1200.m3u8
少儿动画014,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d48b15036a4b4a42b430025c696a7fad/1200.m3u8
少儿动画015,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/2ac7fcf2fd3d42b3a26fa2047d39185f/1200.m3u8
少儿动画016,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3c86fd9091a74094b69af0bacb40cd04/1200.m3u8
少儿动画017,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/769a15d6da26470ba1c73e07ad306373/1200.m3u8
少儿动画018,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/763dc6802b664f07b781b03ca1ed8571/1200.m3u8
少儿动画019,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7855d47f343d42a9b3ac5bc24ec2c7e4/1200.m3u8
